Concatenated
""
"Token Update Name: BITCONNECT Symbol: BITCON Decimals: 18 Total Supply: 420690000000000 Token Address: 0xD27F72FC3069f339146B773CDe2088A43615a53C Deployer Address: 0x91BbC545112cC592356bf0B56d574e98c481FBa8 Deployer Balance: 3.61 ETH Contract uniqueness: 1014 similar contracts found Potential TG: None Found Honeypot? No - but this can change Buy Tax: unknown% Sell Tax: unknown% Buy Gas: unknown Sell Gas: unknown Etherscan Chart Uniswap Dexscreener Functions Checksum: #95274ee8adefdd5f91424d76d497e72c Identified Functions: see comments https://etherscan.io/address/0xD27F72FC3069f339146B773CDe2088A43615a53C Make sure to join our Alpha Community: @NovelApes so we can make bank together during the next bulla! Ethereum (ETH) Blockchain Explorer Address 0x91BbC545112cC592356bf0B56d574e98c481FBa8 | Etherscan The Address 0x91BbC545112cC592356bf0B56d574e98c481FBa8 page allows users to view transactions, balances, token holdings and transfers of ERC-20, ERC-721 and ERC-1155 (NFT... 18 edited 07:55 AM 1 Comment"
"New Token Found !! Name: Steve Symbol: $STEVE Decimals: 18 Total Supply: 69000000 Token Address: 0xFEFe751a6F67BcED7d616f592e9388BF718f146E Deployer Address: 0xcbf8659234BC75E6b02ba78e314e40477a9427DA Deployer Balance: 0.36 ETH Contract uniqueness: 3 similar contracts found Potential TG: None Found Honeypot? UNKNOWN Etherscan Chart Uniswap Dexscreener Functions Checksum: #903f4c44d323bd7cafa7ce899bc58bd7 Identified Functions: see comments https://etherscan.io/address/0xFEFe751a6F67BcED7d616f592e9388BF718f146E Make sure to join our Alpha Community: @NovelApes so we can make bank together during the next bulla! Ethereum (ETH) Blockchain Explorer Address 0xcbf8659234BC75E6b02ba78e314e40477a9427DA | Etherscan The Address 0xcbf8659234BC75E6b02ba78e314e40477a9427DA page allows users to view transactions, balances, token holdings and transfers of ERC-20, ERC-721 and ERC-1155 (NFT... 12 edited 08:00 AM 1 Comment"
"Token Update Name: I am such a jeet :(. Aped Tsuka at launch but jeeted at 10x , aped pepe at 1Mill but sold at 500k dip and so many more. Why this keeping happening to me. Everytime I buy something it dumps. Am I born to be Exit Liq aper?This is my last hope for a moon. I am gonna hold this until 100 mill. Symbol: JEET Decimals: 9 Total Supply: 1000000000000 Token Address: 0x3496938D17eDcD0836b039c8839B7Cb234bAa6AA Deployer Address: 0xAd5AD2837B88D6fe5A89840b448df954b33bbBe0 Deployer Balance: 1.42 ETH Contract uniqueness: 3198 similar contracts found Socials: https://t.me/JEET_ETH Honeypot? YES!! - but this can change Etherscan Chart Uniswap Dexscreener Wallet Limits: 0x7d1db4a5 - _maxTxAmount() = 20000000000 (2%) 0x8f9a55c0 - _maxWalletSize() = 20000000000 (2%) (To be sure check the code) Functions Checksum: #9711c393416a77792d624b6e0250d9ab Identified Functions: see comments https://etherscan.io/address/0x3496938D17eDcD0836b039c8839B7Cb234bAa6AA Make sure to join our Alpha Community: @NovelApes so we can make bank together during the next bulla! Ethereum (ETH) Blockchain Explorer Address 0xAd5AD2837B88D6fe5A89840b448df954b33bbBe0 | Etherscan The Address 0xAd5AD2837B88D6fe5A89840b448df954b33bbBe0 page allows users to view transactions, balances, token holdings and transfers of ERC-20, ERC-721 and ERC-1155 (NFT... 15 edited 08:02 AM 1 Comment"
"New Token Found !! Name: RECLAIM Symbol: RCM Decimals: 9 Total Supply: 1000000000 Token Address: 0x6f589A21FbE3B82415018c067204b04483EF3AC4 Deployer Address: 0xc34EC71c2Caf01Af4384B3247217Fd761a9bb794 Deployer Balance: 2.75 ETH Contract uniqueness: 8 similar contracts found Potential TG: None Found Honeypot? UNKNOWN Etherscan Chart Uniswap Dexscreener Wallet Limits: 0x7d1db4a5 - _maxTxAmount() = 40000000 (4%) (To be sure check the code) Functions Checksum: #07c3154f0237b856c2dab79fc490821b Identified Functions: see comments https://etherscan.io/address/0x6f589A21FbE3B82415018c067204b04483EF3AC4 Make sure to join our Alpha Community: @NovelApes so we can make bank together during the next bulla! Ethereum (ETH) Blockchain Explorer Address 0xc34EC71c2Caf01Af4384B3247217Fd761a9bb794 | Etherscan The Address 0xc34EC71c2Caf01Af4384B3247217Fd761a9bb794 page allows users to view transactions, balances, token holdings and transfers of ERC-20, ERC-721 and ERC-1155 (NFT... 12 edited 08:04 AM 1 Comment"
"New Token Found !! Name: Messiah Symbol: $Messiah Decimals: 9 Total Supply: 1000000000 Token Address: 0x5BE2fb643EC1458922137bfEA25db60df1FB6c6B Deployer Address: 0xfB04eeA9F2376520A59B972C96e94DA708A11F6c Deployer Balance: 1.36 ETH Contract uniqueness: 243 similar contracts found Potential TG: None Found Honeypot? UNKNOWN Etherscan Chart Uniswap Dexscreener Wallet Limits: 0x7d1db4a5 - _maxTxAmount() = 20000000 (2%) 0x8f9a55c0 - _maxWalletSize() = 20000000 (2%) (To be sure check the code) Functions Checksum: #665bc2674ccc76155ae81a9c236072a5 Identified Functions: see comments https://etherscan.io/address/0x5BE2fb643EC1458922137bfEA25db60df1FB6c6B Make sure to join our Alpha Community: @NovelApes so we can make bank together during the next bulla! Ethereum (ETH) Blockchain Explorer Address 0xfB04eeA9F2376520A59B972C96e94DA708A11F6c | Etherscan The Address 0xfB04eeA9F2376520A59B972C96e94DA708A11F6c page allows users to view transactions, balances, token holdings and transfers of ERC-20, ERC-721 and ERC-1155 (NFT... 14 edited 08:04 AM 1 Comment"
"New Token Found !! Name: DOC Symbol: DOC Decimals: 18 Total Supply: 1000000000000 Token Address: 0xbF1935BAd020224773BfF6747C535c2b4F1Be96B Deployer Address: 0xC80e23C73Ac1Af89F39bffB2e09468DF7552a331 Deployer Balance: 9.93 ETH Contract uniqueness: 205 similar contracts found Potential TG: None Found Honeypot? UNKNOWN Etherscan Chart No exchange yet Functions Checksum: #dd81edb0a1a65f19090b2db4b1fffc92 Identified Functions: see comments https://etherscan.io/address/0xbF1935BAd020224773BfF6747C535c2b4F1Be96B Make sure to join our Alpha Community: @NovelApes so we can make bank together during the next bulla! Ethereum (ETH) Blockchain Explorer Address 0xC80e23C73Ac1Af89F39bffB2e09468DF7552a331 | Etherscan The Address 0xC80e23C73Ac1Af89F39bffB2e09468DF7552a331 page allows users to view transactions, balances, token holdings and transfers of ERC-20, ERC-721 and ERC-1155 (NFT... 11 edited 08:05 AM 1 Comment"
"New Token Found !! Name: SAINT Symbol: SAINT Decimals: 9 Total Supply: 1000000000 Token Address: 0x5a68a328A8E0aCf44775D6615cB9B38cd4CCb2d8 Deployer Address: 0x1366A173c5b5F2b5356C0087033d7e52c28fE3C1 Deployer Balance: 1.21 ETH Contract uniqueness: 2 similar contracts found Potential TG: None Found Honeypot? UNKNOWN Etherscan Chart No exchange yet Wallet Limits: 0x7d1db4a5 - _maxTxAmount() = 20000000 (2%) 0x8f9a55c0 - _maxWalletSize() = 20000000 (2%) (To be sure check the code) Functions Checksum: #8e92ec412dddf3ca7ea2d27a8b942df2 Identified Functions: see comments https://etherscan.io/address/0x5a68a328A8E0aCf44775D6615cB9B38cd4CCb2d8 Make sure to join our Alpha Community: @NovelApes so we can make bank together during the next bulla! Ethereum (ETH) Blockchain Explorer Address 0x1366A173c5b5F2b5356C0087033d7e52c28fE3C1 | Etherscan The Address 0x1366A173c5b5F2b5356C0087033d7e52c28fE3C1 page allows users to view transactions, balances, token holdings and transfers of ERC-20, ERC-721 and ERC-1155 (NFT... 9 edited 08:07 AM 1 Comment"
"New Token Found !! Name: Dead End Symbol: DED Decimals: 18 Total Supply: 1000000000 Token Address: 0x08b71E85bd323fbeD5E41F5224D29114Ac6069C2 Deployer Address: 0x9E84B37C83F54a736Fd8Eb8F044611DF950F8e44 Deployer Balance: 3.99 ETH Contract uniqueness: 2 similar contracts found Potential TG: None Found Honeypot? UNKNOWN Etherscan Chart Uniswap Dexscreener Wallet Limits: 0xf8b45b05 - maxWallet() = 30000000 (3%) (To be sure check the code) Functions Checksum: #1370782f1b7f7b5c042d7df11488fa42 Identified Functions: see comments https://etherscan.io/address/0x08b71E85bd323fbeD5E41F5224D29114Ac6069C2 Make sure to join our Alpha Community: @NovelApes so we can make bank together during the next bulla! Ethereum (ETH) Blockchain Explorer Address 0x9E84B37C83F54a736Fd8Eb8F044611DF950F8e44 | Etherscan The Address 0x9E84B37C83F54a736Fd8Eb8F044611DF950F8e44 page allows users to view transactions, balances, token holdings and transfers of ERC-20, ERC-721 and ERC-1155 (NFT... 9 edited 08:07 AM 1 Comment"
"New Token Found !! Name: Meme Coin Symbol: M3M3 Decimals: 18 Total Supply: 100000000000 Token Address: 0x9D95f0e29152f1aAb7291Efa9A4eFAd59382F77F Deployer Address: 0x13048df6487500B7421bf289437B2EEb931965fc Deployer Balance: 3.52 ETH Contract uniqueness: 2 similar contracts found Potential TG: None Found Honeypot? UNKNOWN Etherscan Chart No exchange yet Wallet Limits: 0xf8b45b05 - maxWallet() = 2000000000 (2%) (To be sure check the code) Functions Checksum: #7a3d352504446aeed3c19e87ba2be1d6 Identified Functions: see comments https://etherscan.io/address/0x9D95f0e29152f1aAb7291Efa9A4eFAd59382F77F Make sure to join our Alpha Community: @NovelApes so we can make bank together during the next bulla! Ethereum (ETH) Blockchain Explorer Address 0x13048df6487500B7421bf289437B2EEb931965fc | Etherscan The Address 0x13048df6487500B7421bf289437B2EEb931965fc page allows users to view transactions, balances, token holdings and transfers of ERC-20, ERC-721 and ERC-1155 (NFT... 10 edited 08:07 AM 1 Comment"
"New Token Found !! Name: Life of Pepe Symbol: LoP Decimals: 9 Total Supply: 100000000 Token Address: 0x6117A2a1a97B8Dfa2b556Ad51aEC8CB85F25C7c2 Deployer Address: 0xCa3d7F7A8d2e5274303E7DB678387C214055F4F7 Deployer Balance: 1.22 ETH Contract uniqueness: 2 similar contracts found Potential TG: None Found Honeypot? UNKNOWN Etherscan Chart Uniswap Dexscreener Wallet Limits: 0x82247ec0 - _maxWallet() = 3000000 (3%) (To be sure check the code) Functions Checksum: #f61793da9520e1797126f03c6ef6dddf Identified Functions: see comments https://etherscan.io/address/0x6117A2a1a97B8Dfa2b556Ad51aEC8CB85F25C7c2 Make sure to join our Alpha Community: @NovelApes so we can make bank together during the next bulla! Ethereum (ETH) Blockchain Explorer Address 0xCa3d7F7A8d2e5274303E7DB678387C214055F4F7 | Etherscan The Address 0xCa3d7F7A8d2e5274303E7DB678387C214055F4F7 page allows users to view transactions, balances, token holdings and transfers of ERC-20, ERC-721 and ERC-1155 (NFT... 11 edited 08:07 AM 1 Comment"
